Año,CodClasificaciónEconómica,ClasificaciónEconómica,CodClasificaciónFuncional,Millones Euros
2016,D.9," Transferencias de capital, a pagar",05.3,96.0
2016,D.1,Remuneración de asalariados,05.4,413.0
2016,P.2,Consumos intermedios,05.4,270.0
2016,D.29,Otros impuestos sobre la producción,05.4,1.0
2016,D.3,Subvenciones,05.4,4.0
2016,D.4,Rentas de la propiedad,05.4,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,05.4,-1.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,05.4,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,05.4,0.0
2016,D.7,Otras transferencias corrientes,05.4,18.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,05.4,0.0
2016,P.5,Formación bruta de capital,05.4,244.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,05.4,15.0
2016,D.9," Transferencias de capital, a pagar",05.4,15.0
2016,D.1,Remuneración de asalariados,05.5,156.0
2016,P.2,Consumos intermedios,05.5,39.0
2016,D.29,Otros impuestos sobre la producción,05.5,0.0
2016,D.3,Subvenciones,05.5,1.0
2016,D.4,Rentas de la propiedad,05.5,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,05.5,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,05.5,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,05.5,0.0
2016,D.7,Otras transferencias corrientes,05.5,0.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,05.5,0.0
2016,P.5,Formación bruta de capital,05.5,199.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,05.5,0.0
2016,D.9," Transferencias de capital, a pagar",05.5,0.0
2016,D.1,Remuneración de asalariados,05.6,406.0
2016,P.2,Consumos intermedios,05.6,180.0
2016,D.29,Otros impuestos sobre la producción,05.6,5.0
2016,D.3,Subvenciones,05.6,0.0
2016,D.4,Rentas de la propiedad,05.6,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,05.6,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,05.6,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,05.6,0.0
2016,D.7,Otras transferencias corrientes,05.6,2.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,05.6,0.0
2016,P.5,Formación bruta de capital,05.6,94.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,05.6,0.0
2016,D.9," Transferencias de capital, a pagar",05.6,3.0
2016,D.1,Remuneración de asalariados,06.1,449.0
2016,P.2,Consumos intermedios,06.1,263.0
2016,D.29,Otros impuestos sobre la producción,06.1,74.0
2016,D.3,Subvenciones,06.1,63.0
2016,D.4,Rentas de la propiedad,06.1,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,06.1,-2.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,06.1,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,06.1,0.0
2016,D.7,Otras transferencias corrientes,06.1,28.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,06.1,0.0
2016,P.5,Formación bruta de capital,06.1,403.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,06.1,59.0
2016,D.9," Transferencias de capital, a pagar",06.1,335.0
2016,D.1,Remuneración de asalariados,06.2,345.0
2016,P.2,Consumos intermedios,06.2,101.0
2016,D.29,Otros impuestos sobre la producción,06.2,0.0
2016,D.3,Subvenciones,06.2,9.0
2016,D.4,Rentas de la propiedad,06.2,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,06.2,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,06.2,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,06.2,0.0
2016,D.7,Otras transferencias corrientes,06.2,26.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,06.2,0.0
2016,P.5,Formación bruta de capital,06.2,112.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,06.2,-4.0
2016,D.9," Transferencias de capital, a pagar",06.2,25.0
2016,D.1,Remuneración de asalariados,06.3,132.0
2016,P.2,Consumos intermedios,06.3,613.0
2016,D.29,Otros impuestos sobre la producción,06.3,12.0
2016,D.3,Subvenciones,06.3,34.0
2016,D.4,Rentas de la propiedad,06.3,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,06.3,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,06.3,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,06.3,0.0
2016,D.7,Otras transferencias corrientes,06.3,5.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,06.3,0.0
2016,P.5,Formación bruta de capital,06.3,239.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,06.3,7.0
2016,D.9," Transferencias de capital, a pagar",06.3,42.0
2016,D.1,Remuneración de asalariados,06.4,70.0
2016,P.2,Consumos intermedios,06.4,1071.0
2016,D.29,Otros impuestos sobre la producción,06.4,0.0
2016,D.3,Subvenciones,06.4,1.0
2016,D.4,Rentas de la propiedad,06.4,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,06.4,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,06.4,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,06.4,0.0
2016,D.7,Otras transferencias corrientes,06.4,0.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,06.4,0.0
2016,P.5,Formación bruta de capital,06.4,92.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,06.4,11.0
2016,D.9," Transferencias de capital, a pagar",06.4,0.0
2016,D.1,Remuneración de asalariados,06.5,64.0
2016,P.2,Consumos intermedios,06.5,9.0
2016,D.29,Otros impuestos sobre la producción,06.5,0.0
2016,D.3,Subvenciones,06.5,0.0
2016,D.4,Rentas de la propiedad,06.5,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,06.5,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,06.5,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,06.5,0.0
2016,D.7,Otras transferencias corrientes,06.5,0.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,06.5,0.0
2016,P.5,Formación bruta de capital,06.5,77.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,06.5,0.0
2016,D.9," Transferencias de capital, a pagar",06.5,0.0
2016,D.1,Remuneración de asalariados,06.6,81.0
2016,P.2,Consumos intermedios,06.6,25.0
2016,D.29,Otros impuestos sobre la producción,06.6,0.0
2016,D.3,Subvenciones,06.6,0.0
2016,D.4,Rentas de la propiedad,06.6,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,06.6,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,06.6,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,06.6,0.0
2016,D.7,Otras transferencias corrientes,06.6,0.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,06.6,0.0
2016,P.5,Formación bruta de capital,06.6,5.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,06.6,0.0
2016,D.9," Transferencias de capital, a pagar",06.6,0.0
2016,D.1,Remuneración de asalariados,07.1,5.0
2016,P.2,Consumos intermedios,07.1,6.0
2016,D.29,Otros impuestos sobre la producción,07.1,0.0
2016,D.3,Subvenciones,07.1,0.0
2016,D.4,Rentas de la propiedad,07.1,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,07.1,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,07.1,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,07.1,11132.0
2016,D.7,Otras transferencias corrientes,07.1,0.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,07.1,0.0
2016,P.5,Formación bruta de capital,07.1,0.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,07.1,0.0
2016,D.9," Transferencias de capital, a pagar",07.1,17.0
2016,D.1,Remuneración de asalariados,07.2,16196.0
2016,P.2,Consumos intermedios,07.2,6082.0
2016,D.29,Otros impuestos sobre la producción,07.2,30.0
2016,D.3,Subvenciones,07.2,0.0
2016,D.4,Rentas de la propiedad,07.2,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,07.2,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,07.2,782.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,07.2,1426.0
2016,D.7,Otras transferencias corrientes,07.2,56.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,07.2,0.0
2016,P.5,Formación bruta de capital,07.2,149.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,07.2,2.0
2016,D.9," Transferencias de capital, a pagar",07.2,13.0
2016,D.1,Remuneración de asalariados,07.3,12284.0
2016,P.2,Consumos intermedios,07.3,9610.0
2016,D.29,Otros impuestos sobre la producción,07.3,42.0
2016,D.3,Subvenciones,07.3,0.0
2016,D.4,Rentas de la propiedad,07.3,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,07.3,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,07.3,731.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,07.3,4202.0
2016,D.7,Otras transferencias corrientes,07.3,20.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,07.3,0.0
2016,P.5,Formación bruta de capital,07.3,667.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,07.3,2.0
2016,D.9," Transferencias de capital, a pagar",07.3,0.0
2016,D.1,Remuneración de asalariados,07.4,613.0
2016,P.2,Consumos intermedios,07.4,304.0
2016,D.29,Otros impuestos sobre la producción,07.4,2.0
2016,D.3,Subvenciones,07.4,0.0
2016,D.4,Rentas de la propiedad,07.4,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,07.4,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,07.4,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,07.4,52.0
2016,D.7,Otras transferencias corrientes,07.4,35.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,07.4,0.0
2016,P.5,Formación bruta de capital,07.4,21.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,07.4,0.0
2016,D.9," Transferencias de capital, a pagar",07.4,0.0
2016,D.1,Remuneración de asalariados,07.5,959.0
2016,P.2,Consumos intermedios,07.5,473.0
2016,D.29,Otros impuestos sobre la producción,07.5,1.0
2016,D.3,Subvenciones,07.5,21.0
2016,D.4,Rentas de la propiedad,07.5,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,07.5,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,07.5,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,07.5,0.0
2016,D.7,Otras transferencias corrientes,07.5,8.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,07.5,0.0
2016,P.5,Formación bruta de capital,07.5,1355.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,07.5,0.0
2016,D.9," Transferencias de capital, a pagar",07.5,18.0
2016,D.1,Remuneración de asalariados,07.6,276.0
2016,P.2,Consumos intermedios,07.6,85.0
2016,D.29,Otros impuestos sobre la producción,07.6,1.0
2016,D.3,Subvenciones,07.6,0.0
2016,D.4,Rentas de la propiedad,07.6,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,07.6,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,07.6,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,07.6,0.0
2016,D.7,Otras transferencias corrientes,07.6,16.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,07.6,0.0
2016,P.5,Formación bruta de capital,07.6,19.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,07.6,0.0
2016,D.9," Transferencias de capital, a pagar",07.6,0.0
2016,D.1,Remuneración de asalariados,08.1,1223.0
2016,P.2,Consumos intermedios,08.1,1908.0
2016,D.29,Otros impuestos sobre la producción,08.1,3.0
2016,D.3,Subvenciones,08.1,2.0
2016,D.4,Rentas de la propiedad,08.1,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,08.1,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,08.1,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,08.1,4.0
2016,D.7,Otras transferencias corrientes,08.1,458.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,08.1,0.0
2016,P.5,Formación bruta de capital,08.1,459.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,08.1,48.0
2016,D.9," Transferencias de capital, a pagar",08.1,38.0
2016,D.1,Remuneración de asalariados,08.2,1801.0
2016,P.2,Consumos intermedios,08.2,2161.0
2016,D.29,Otros impuestos sobre la producción,08.2,10.0
2016,D.3,Subvenciones,08.2,85.0
2016,D.4,Rentas de la propiedad,08.2,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,08.2,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,08.2,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,08.2,1.0
2016,D.7,Otras transferencias corrientes,08.2,327.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,08.2,0.0
2016,P.5,Formación bruta de capital,08.2,356.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,08.2,17.0
2016,D.9," Transferencias de capital, a pagar",08.2,53.0
2016,D.1,Remuneración de asalariados,08.3,937.0
2016,P.2,Consumos intermedios,08.3,1114.0
2016,D.29,Otros impuestos sobre la producción,08.3,10.0
2016,D.3,Subvenciones,08.3,42.0
2016,D.4,Rentas de la propiedad,08.3,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,08.3,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,08.3,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,08.3,0.0
2016,D.7,Otras transferencias corrientes,08.3,10.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,08.3,0.0
2016,P.5,Formación bruta de capital,08.3,93.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,08.3,4.0
2016,D.9," Transferencias de capital, a pagar",08.3,3.0
2016,D.1,Remuneración de asalariados,08.4,222.0
2016,P.2,Consumos intermedios,08.4,104.0
2016,D.29,Otros impuestos sobre la producción,08.4,0.0
2016,D.3,Subvenciones,08.4,76.0
2016,D.4,Rentas de la propiedad,08.4,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,08.4,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,08.4,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,08.4,0.0
2016,D.7,Otras transferencias corrientes,08.4,516.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,08.4,0.0
2016,P.5,Formación bruta de capital,08.4,13.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,08.4,0.0
2016,D.9," Transferencias de capital, a pagar",08.4,2.0
2016,D.1,Remuneración de asalariados,08.5,49.0
2016,P.2,Consumos intermedios,08.5,9.0
2016,D.29,Otros impuestos sobre la producción,08.5,0.0
2016,D.3,Subvenciones,08.5,0.0
2016,D.4,Rentas de la propiedad,08.5,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,08.5,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,08.5,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,08.5,0.0
2016,D.7,Otras transferencias corrientes,08.5,0.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,08.5,0.0
2016,P.5,Formación bruta de capital,08.5,61.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,08.5,0.0
2016,D.9," Transferencias de capital, a pagar",08.5,0.0
2016,D.1,Remuneración de asalariados,08.6,80.0
2016,P.2,Consumos intermedios,08.6,29.0
2016,D.29,Otros impuestos sobre la producción,08.6,1.0
2016,D.3,Subvenciones,08.6,2.0
2016,D.4,Rentas de la propiedad,08.6,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,08.6,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,08.6,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,08.6,0.0
2016,D.7,Otras transferencias corrientes,08.6,0.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,08.6,0.0
2016,P.5,Formación bruta de capital,08.6,3.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,08.6,0.0
2016,D.9," Transferencias de capital, a pagar",08.6,0.0
2016,D.1,Remuneración de asalariados,09.1,12220.0
2016,P.2,Consumos intermedios,09.1,1044.0
2016,D.29,Otros impuestos sobre la producción,09.1,7.0
2016,D.3,Subvenciones,09.1,11.0
2016,D.4,Rentas de la propiedad,09.1,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,09.1,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.1,3.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.1,3958.0
2016,D.7,Otras transferencias corrientes,09.1,213.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,09.1,0.0
2016,P.5,Formación bruta de capital,09.1,270.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.1,19.0
2016,D.9," Transferencias de capital, a pagar",09.1,5.0
2016,D.1,Remuneración de asalariados,09.2,13026.0
2016,P.2,Consumos intermedios,09.2,691.0
2016,D.29,Otros impuestos sobre la producción,09.2,0.0
2016,D.3,Subvenciones,09.2,32.0
2016,D.4,Rentas de la propiedad,09.2,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,09.2,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.2,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.2,2682.0
2016,D.7,Otras transferencias corrientes,09.2,529.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,09.2,0.0
2016,P.5,Formación bruta de capital,09.2,170.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.2,0.0
2016,D.9," Transferencias de capital, a pagar",09.2,1.0
2016,D.1,Remuneración de asalariados,09.3,0.0
2016,P.2,Consumos intermedios,09.3,0.0
2016,D.29,Otros impuestos sobre la producción,09.3,0.0
2016,D.3,Subvenciones,09.3,0.0
2016,D.4,Rentas de la propiedad,09.3,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,09.3,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.3,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.3,4.0
2016,D.7,Otras transferencias corrientes,09.3,0.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,09.3,0.0
2016,P.5,Formación bruta de capital,09.3,0.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.3,0.0
2016,D.9," Transferencias de capital, a pagar",09.3,0.0
2016,D.1,Remuneración de asalariados,09.4,3880.0
2016,P.2,Consumos intermedios,09.4,1140.0
2016,D.29,Otros impuestos sobre la producción,09.4,8.0
2016,D.3,Subvenciones,09.4,0.0
2016,D.4,Rentas de la propiedad,09.4,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,09.4,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.4,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.4,22.0
2016,D.7,Otras transferencias corrientes,09.4,768.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,09.4,0.0
2016,P.5,Formación bruta de capital,09.4,569.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.4,10.0
2016,D.9," Transferencias de capital, a pagar",09.4,39.0
2016,D.1,Remuneración de asalariados,09.5,684.0
2016,P.2,Consumos intermedios,09.5,113.0
2016,D.29,Otros impuestos sobre la producción,09.5,0.0
2016,D.3,Subvenciones,09.5,0.0
2016,D.4,Rentas de la propiedad,09.5,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,09.5,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.5,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.5,19.0
2016,D.7,Otras transferencias corrientes,09.5,70.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,09.5,0.0
2016,P.5,Formación bruta de capital,09.5,3.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.5,0.0
2016,D.9," Transferencias de capital, a pagar",09.5,1.0
2016,D.1,Remuneración de asalariados,09.6,210.0
2016,P.2,Consumos intermedios,09.6,216.0
2016,D.29,Otros impuestos sobre la producción,09.6,0.0
2016,D.3,Subvenciones,09.6,0.0
2016,D.4,Rentas de la propiedad,09.6,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,09.6,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.6,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.6,731.0
2016,D.7,Otras transferencias corrientes,09.6,130.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,09.6,0.0
2016,P.5,Formación bruta de capital,09.6,16.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.6,0.0
2016,D.9," Transferencias de capital, a pagar",09.6,1.0
2016,D.1,Remuneración de asalariados,09.7,185.0
2016,P.2,Consumos intermedios,09.7,118.0
2016,D.29,Otros impuestos sobre la producción,09.7,0.0
2016,D.3,Subvenciones,09.7,14.0
2016,D.4,Rentas de la propiedad,09.7,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,09.7,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.7,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.7,0.0
2016,D.7,Otras transferencias corrientes,09.7,5.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,09.7,0.0
2016,P.5,Formación bruta de capital,09.7,280.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.7,-2.0
2016,D.9," Transferencias de capital, a pagar",09.7,11.0
2016,D.1,Remuneración de asalariados,09.8,736.0
2016,P.2,Consumos intermedios,09.8,216.0
2016,D.29,Otros impuestos sobre la producción,09.8,1.0
2016,D.3,Subvenciones,09.8,62.0
2016,D.4,Rentas de la propiedad,09.8,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,09.8,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.8,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.8,0.0
2016,D.7,Otras transferencias corrientes,09.8,89.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,09.8,0.0
2016,P.5,Formación bruta de capital,09.8,83.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.8,0.0
2016,D.9," Transferencias de capital, a pagar",09.8,15.0
2016,D.1,Remuneración de asalariados,10.1,1477.0
2016,P.2,Consumos intermedios,10.1,783.0
2016,D.29,Otros impuestos sobre la producción,10.1,5.0
2016,D.3,Subvenciones,10.1,0.0
2016,D.4,Rentas de la propiedad,10.1,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,10.1,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.1,22812.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.1,1410.0
2016,D.7,Otras transferencias corrientes,10.1,124.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,10.1,0.0
2016,P.5,Formación bruta de capital,10.1,62.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.1,1.0
2016,D.9," Transferencias de capital, a pagar",10.1,4.0
2016,D.1,Remuneración de asalariados,10.2,1970.0
2016,P.2,Consumos intermedios,10.2,1608.0
2016,D.29,Otros impuestos sobre la producción,10.2,10.0
2016,D.3,Subvenciones,10.2,0.0
2016,D.4,Rentas de la propiedad,10.2,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,10.2,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.2,96440.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.2,2208.0
2016,D.7,Otras transferencias corrientes,10.2,253.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,10.2,0.0
2016,P.5,Formación bruta de capital,10.2,87.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.2,0.0
2016,D.9," Transferencias de capital, a pagar",10.2,3.0
2016,D.1,Remuneración de asalariados,10.3,83.0
2016,P.2,Consumos intermedios,10.3,18.0
2016,D.29,Otros impuestos sobre la producción,10.3,1.0
2016,D.3,Subvenciones,10.3,0.0
2016,D.4,Rentas de la propiedad,10.3,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,10.3,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.3,25441.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.3,0.0
2016,D.7,Otras transferencias corrientes,10.3,0.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,10.3,0.0
2016,P.5,Formación bruta de capital,10.3,3.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.3,0.0
2016,D.9," Transferencias de capital, a pagar",10.3,0.0
2016,D.1,Remuneración de asalariados,10.4,856.0
2016,P.2,Consumos intermedios,10.4,711.0
2016,D.29,Otros impuestos sobre la producción,10.4,0.0
2016,D.3,Subvenciones,10.4,0.0
2016,D.4,Rentas de la propiedad,10.4,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,10.4,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.4,5708.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.4,891.0
2016,D.7,Otras transferencias corrientes,10.4,95.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,10.4,0.0
2016,P.5,Formación bruta de capital,10.4,27.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.4,0.0
2016,D.9," Transferencias de capital, a pagar",10.4,2.0
2016,D.1,Remuneración de asalariados,10.5,295.0
2016,P.2,Consumos intermedios,10.5,39.0
2016,D.29,Otros impuestos sobre la producción,10.5,1.0
2016,D.3,Subvenciones,10.5,0.0
2016,D.4,Rentas de la propiedad,10.5,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,10.5,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.5,20095.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.5,16.0
2016,D.7,Otras transferencias corrientes,10.5,3.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,10.5,0.0
2016,P.5,Formación bruta de capital,10.5,11.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.5,0.0
2016,D.9," Transferencias de capital, a pagar",10.5,0.0
2016,D.1,Remuneración de asalariados,10.6,2.0
2016,P.2,Consumos intermedios,10.6,13.0
2016,D.29,Otros impuestos sobre la producción,10.6,1.0
2016,D.3,Subvenciones,10.6,0.0
2016,D.4,Rentas de la propiedad,10.6,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,10.6,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.6,38.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.6,125.0
2016,D.7,Otras transferencias corrientes,10.6,2.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,10.6,0.0
2016,P.5,Formación bruta de capital,10.6,-1.0
