Año,CodClasificaciónEconómica,ClasificaciónEconómica,CodClasificaciónFuncional,Millones Euros
1996,D.9," Transferencias de capital, a pagar",10.6,358.0
1996,D.1,Remuneración de asalariados,10.7,476.0
1996,P.2,Consumos intermedios,10.7,292.0
1996,D.29,Otros impuestos sobre la producción,10.7,0.0
1996,D.3,Subvenciones,10.7,0.0
1996,D.4,Rentas de la propiedad,10.7,0.0
1996,D.51,Impuestos corrientes sobre la renta…a pagar,10.7,0.0
1996,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.7,179.0
1996,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.7,43.0
1996,D.7,Otras transferencias corrientes,10.7,179.0
1996,D.8,Ajustes por la variación de los derechos por pensiones,10.7,0.0
1996,P.5,Formación bruta de capital,10.7,50.0
1996,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.7,0.0
1996,D.9," Transferencias de capital, a pagar",10.7,13.0
1996,D.1,Remuneración de asalariados,10.8,0.0
1996,P.2,Consumos intermedios,10.8,0.0
1996,D.29,Otros impuestos sobre la producción,10.8,0.0
1996,D.3,Subvenciones,10.8,0.0
1996,D.4,Rentas de la propiedad,10.8,0.0
1996,D.51,Impuestos corrientes sobre la renta…a pagar,10.8,0.0
1996,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.8,0.0
1996,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.8,0.0
1996,D.7,Otras transferencias corrientes,10.8,0.0
1996,D.8,Ajustes por la variación de los derechos por pensiones,10.8,0.0
1996,P.5,Formación bruta de capital,10.8,0.0
1996,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.8,0.0
1996,D.9," Transferencias de capital, a pagar",10.8,0.0
1996,D.1,Remuneración de asalariados,10.9,788.0
1996,P.2,Consumos intermedios,10.9,211.0
1996,D.29,Otros impuestos sobre la producción,10.9,9.0
1996,D.3,Subvenciones,10.9,0.0
1996,D.4,Rentas de la propiedad,10.9,0.0
1996,D.51,Impuestos corrientes sobre la renta…a pagar,10.9,0.0
1996,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.9,0.0
1996,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.9,0.0
1996,D.7,Otras transferencias corrientes,10.9,48.0
1996,D.8,Ajustes por la variación de los derechos por pensiones,10.9,0.0
1996,P.5,Formación bruta de capital,10.9,88.0
1996,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.9,0.0
1996,D.9," Transferencias de capital, a pagar",10.9,31.0
1997,D.1,Remuneración de asalariados,01.1,2391.0
1997,P.2,Consumos intermedios,01.1,1040.0
1997,D.29,Otros impuestos sobre la producción,01.1,5.0
1997,D.3,Subvenciones,01.1,0.0
1997,D.4,Rentas de la propiedad,01.1,0.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,01.1,0.0
1997,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.1,0.0
1997,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.1,0.0
1997,D.7,Otras transferencias corrientes,01.1,5098.0
1997,D.8,Ajustes por la variación de los derechos por pensiones,01.1,0.0
1997,P.5,Formación bruta de capital,01.1,248.0
1997,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.1,-2.0
1997,D.9," Transferencias de capital, a pagar",01.1,70.0
1997,D.1,Remuneración de asalariados,01.2,11.0
1997,P.2,Consumos intermedios,01.2,18.0
1997,D.29,Otros impuestos sobre la producción,01.2,0.0
1997,D.3,Subvenciones,01.2,0.0
1997,D.4,Rentas de la propiedad,01.2,0.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,01.2,0.0
1997,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.2,0.0
1997,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.2,0.0
1997,D.7,Otras transferencias corrientes,01.2,277.0
1997,D.8,Ajustes por la variación de los derechos por pensiones,01.2,0.0
1997,P.5,Formación bruta de capital,01.2,3.0
1997,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.2,0.0
1997,D.9," Transferencias de capital, a pagar",01.2,91.0
1997,D.1,Remuneración de asalariados,01.3,2432.0
1997,P.2,Consumos intermedios,01.3,1112.0
1997,D.29,Otros impuestos sobre la producción,01.3,6.0
1997,D.3,Subvenciones,01.3,0.0
1997,D.4,Rentas de la propiedad,01.3,2.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,01.3,0.0
1997,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.3,0.0
1997,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.3,0.0
1997,D.7,Otras transferencias corrientes,01.3,86.0
1997,D.8,Ajustes por la variación de los derechos por pensiones,01.3,0.0
1997,P.5,Formación bruta de capital,01.3,504.0
1997,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.3,3.0
1997,D.9," Transferencias de capital, a pagar",01.3,72.0
1997,D.1,Remuneración de asalariados,01.4,636.0
1997,P.2,Consumos intermedios,01.4,186.0
1997,D.29,Otros impuestos sobre la producción,01.4,1.0
1997,D.3,Subvenciones,01.4,79.0
1997,D.4,Rentas de la propiedad,01.4,0.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,01.4,0.0
1997,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.4,0.0
1997,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.4,0.0
1997,D.7,Otras transferencias corrientes,01.4,36.0
1997,D.8,Ajustes por la variación de los derechos por pensiones,01.4,0.0
1997,P.5,Formación bruta de capital,01.4,1256.0
1997,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.4,0.0
1997,D.9," Transferencias de capital, a pagar",01.4,36.0
1997,D.1,Remuneración de asalariados,01.5,46.0
1997,P.2,Consumos intermedios,01.5,13.0
1997,D.29,Otros impuestos sobre la producción,01.5,0.0
1997,D.3,Subvenciones,01.5,0.0
1997,D.4,Rentas de la propiedad,01.5,0.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,01.5,0.0
1997,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.5,0.0
1997,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.5,0.0
1997,D.7,Otras transferencias corrientes,01.5,0.0
1997,D.8,Ajustes por la variación de los derechos por pensiones,01.5,0.0
1997,P.5,Formación bruta de capital,01.5,105.0
1997,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.5,0.0
1997,D.9," Transferencias de capital, a pagar",01.5,0.0
1997,D.1,Remuneración de asalariados,01.6,5.0
1997,P.2,Consumos intermedios,01.6,169.0
1997,D.29,Otros impuestos sobre la producción,01.6,0.0
1997,D.3,Subvenciones,01.6,0.0
1997,D.4,Rentas de la propiedad,01.6,0.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,01.6,0.0
1997,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.6,0.0
1997,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.6,0.0
1997,D.7,Otras transferencias corrientes,01.6,7.0
1997,D.8,Ajustes por la variación de los derechos por pensiones,01.6,0.0
1997,P.5,Formación bruta de capital,01.6,0.0
1997,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.6,0.0
1997,D.9," Transferencias de capital, a pagar",01.6,0.0
1997,D.1,Remuneración de asalariados,01.7,0.0
1997,P.2,Consumos intermedios,01.7,571.0
1997,D.29,Otros impuestos sobre la producción,01.7,0.0
1997,D.3,Subvenciones,01.7,0.0
1997,D.4,Rentas de la propiedad,01.7,23543.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,01.7,0.0
1997,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.7,0.0
1997,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.7,0.0
1997,D.7,Otras transferencias corrientes,01.7,0.0
1997,D.8,Ajustes por la variación de los derechos por pensiones,01.7,0.0
1997,P.5,Formación bruta de capital,01.7,0.0
1997,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.7,0.0
1997,D.9," Transferencias de capital, a pagar",01.7,0.0
1997,D.1,Remuneración de asalariados,01.8,0.0
1997,P.2,Consumos intermedios,01.8,0.0
1997,D.29,Otros impuestos sobre la producción,01.8,0.0
1997,D.3,Subvenciones,01.8,0.0
1997,D.4,Rentas de la propiedad,01.8,0.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,01.8,0.0
1997,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.8,0.0
1997,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.8,0.0
1997,D.7,Otras transferencias corrientes,01.8,0.0
1997,D.8,Ajustes por la variación de los derechos por pensiones,01.8,0.0
1997,P.5,Formación bruta de capital,01.8,0.0
1997,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.8,0.0
1997,D.9," Transferencias de capital, a pagar",01.8,0.0
1997,D.1,Remuneración de asalariados,02.1,3780.0
1997,P.2,Consumos intermedios,02.1,719.0
1997,D.29,Otros impuestos sobre la producción,02.1,1.0
1997,D.3,Subvenciones,02.1,0.0
1997,D.4,Rentas de la propiedad,02.1,1.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,02.1,0.0
1997,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,02.1,0.0
1997,D.632,Transferencias sociales en especie: producción adquirida en el mercado,02.1,0.0
1997,D.7,Otras transferencias corrientes,02.1,9.0
1997,D.8,Ajustes por la variación de los derechos por pensiones,02.1,0.0
1997,P.5,Formación bruta de capital,02.1,1468.0
1997,NP, Adquisiciones menos cesiones de activos no financieros no producidos,02.1,-42.0
1997,D.9," Transferencias de capital, a pagar",02.1,0.0
1997,D.1,Remuneración de asalariados,02.2,0.0
1997,P.2,Consumos intermedios,02.2,0.0
1997,D.29,Otros impuestos sobre la producción,02.2,0.0
1997,D.3,Subvenciones,02.2,0.0
1997,D.4,Rentas de la propiedad,02.2,0.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,02.2,0.0
1997,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,02.2,0.0
1997,D.632,Transferencias sociales en especie: producción adquirida en el mercado,02.2,0.0
1997,D.7,Otras transferencias corrientes,02.2,0.0
1997,D.8,Ajustes por la variación de los derechos por pensiones,02.2,0.0
1997,P.5,Formación bruta de capital,02.2,0.0
1997,NP, Adquisiciones menos cesiones de activos no financieros no producidos,02.2,0.0
1997,D.9," Transferencias de capital, a pagar",02.2,0.0
1997,D.1,Remuneración de asalariados,02.3,0.0
1997,P.2,Consumos intermedios,02.3,120.0
1997,D.29,Otros impuestos sobre la producción,02.3,0.0
1997,D.3,Subvenciones,02.3,0.0
1997,D.4,Rentas de la propiedad,02.3,0.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,02.3,0.0
1997,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,02.3,0.0
1997,D.632,Transferencias sociales en especie: producción adquirida en el mercado,02.3,0.0
1997,D.7,Otras transferencias corrientes,02.3,12.0
1997,D.8,Ajustes por la variación de los derechos por pensiones,02.3,0.0
1997,P.5,Formación bruta de capital,02.3,0.0
1997,NP, Adquisiciones menos cesiones de activos no financieros no producidos,02.3,0.0
1997,D.9," Transferencias de capital, a pagar",02.3,0.0
1997,D.1,Remuneración de asalariados,02.4,67.0
1997,P.2,Consumos intermedios,02.4,20.0
1997,D.29,Otros impuestos sobre la producción,02.4,0.0
1997,D.3,Subvenciones,02.4,0.0
1997,D.4,Rentas de la propiedad,02.4,0.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,02.4,0.0
1997,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,02.4,0.0
1997,D.632,Transferencias sociales en especie: producción adquirida en el mercado,02.4,0.0
1997,D.7,Otras transferencias corrientes,02.4,0.0
1997,D.8,Ajustes por la variación de los derechos por pensiones,02.4,0.0
1997,P.5,Formación bruta de capital,02.4,314.0
1997,NP, Adquisiciones menos cesiones de activos no financieros no producidos,02.4,0.0
1997,D.9," Transferencias de capital, a pagar",02.4,0.0
1997,D.1,Remuneración de asalariados,02.5,0.0
1997,P.2,Consumos intermedios,02.5,0.0
1997,D.29,Otros impuestos sobre la producción,02.5,0.0
1997,D.3,Subvenciones,02.5,0.0
1997,D.4,Rentas de la propiedad,02.5,0.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,02.5,0.0
1997,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,02.5,0.0
1997,D.632,Transferencias sociales en especie: producción adquirida en el mercado,02.5,0.0
1997,D.7,Otras transferencias corrientes,02.5,0.0
1997,D.8,Ajustes por la variación de los derechos por pensiones,02.5,0.0
1997,P.5,Formación bruta de capital,02.5,0.0
1997,NP, Adquisiciones menos cesiones de activos no financieros no producidos,02.5,0.0
1997,D.9," Transferencias de capital, a pagar",02.5,0.0
1997,D.1,Remuneración de asalariados,03.1,5551.0
1997,P.2,Consumos intermedios,03.1,712.0
1997,D.29,Otros impuestos sobre la producción,03.1,1.0
1997,D.3,Subvenciones,03.1,0.0
1997,D.4,Rentas de la propiedad,03.1,0.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,03.1,0.0
1997,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,03.1,0.0
1997,D.632,Transferencias sociales en especie: producción adquirida en el mercado,03.1,0.0
1997,D.7,Otras transferencias corrientes,03.1,17.0
1997,D.8,Ajustes por la variación de los derechos por pensiones,03.1,0.0
1997,P.5,Formación bruta de capital,03.1,282.0
1997,NP, Adquisiciones menos cesiones de activos no financieros no producidos,03.1,25.0
1997,D.9," Transferencias de capital, a pagar",03.1,5.0
1997,D.1,Remuneración de asalariados,03.2,514.0
1997,P.2,Consumos intermedios,03.2,88.0
1997,D.29,Otros impuestos sobre la producción,03.2,0.0
1997,D.3,Subvenciones,03.2,0.0
1997,D.4,Rentas de la propiedad,03.2,0.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,03.2,0.0
1997,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,03.2,0.0
1997,D.632,Transferencias sociales en especie: producción adquirida en el mercado,03.2,0.0
1997,D.7,Otras transferencias corrientes,03.2,4.0
1997,D.8,Ajustes por la variación de los derechos por pensiones,03.2,0.0
1997,P.5,Formación bruta de capital,03.2,76.0
1997,NP, Adquisiciones menos cesiones de activos no financieros no producidos,03.2,0.0
1997,D.9," Transferencias de capital, a pagar",03.2,0.0
1997,D.1,Remuneración de asalariados,03.3,1140.0
1997,P.2,Consumos intermedios,03.3,208.0
1997,D.29,Otros impuestos sobre la producción,03.3,0.0
1997,D.3,Subvenciones,03.3,0.0
1997,D.4,Rentas de la propiedad,03.3,0.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,03.3,0.0
1997,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,03.3,0.0
1997,D.632,Transferencias sociales en especie: producción adquirida en el mercado,03.3,0.0
1997,D.7,Otras transferencias corrientes,03.3,15.0
1997,D.8,Ajustes por la variación de los derechos por pensiones,03.3,0.0
1997,P.5,Formación bruta de capital,03.3,108.0
1997,NP, Adquisiciones menos cesiones de activos no financieros no producidos,03.3,1.0
1997,D.9," Transferencias de capital, a pagar",03.3,0.0
1997,D.1,Remuneración de asalariados,03.4,385.0
1997,P.2,Consumos intermedios,03.4,150.0
1997,D.29,Otros impuestos sobre la producción,03.4,1.0
1997,D.3,Subvenciones,03.4,0.0
1997,D.4,Rentas de la propiedad,03.4,0.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,03.4,0.0
1997,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,03.4,0.0
1997,D.632,Transferencias sociales en especie: producción adquirida en el mercado,03.4,0.0
1997,D.7,Otras transferencias corrientes,03.4,0.0
1997,D.8,Ajustes por la variación de los derechos por pensiones,03.4,0.0
1997,P.5,Formación bruta de capital,03.4,69.0
1997,NP, Adquisiciones menos cesiones de activos no financieros no producidos,03.4,0.0
1997,D.9," Transferencias de capital, a pagar",03.4,0.0
1997,D.1,Remuneración de asalariados,03.5,0.0
1997,P.2,Consumos intermedios,03.5,1.0
1997,D.29,Otros impuestos sobre la producción,03.5,0.0
1997,D.3,Subvenciones,03.5,0.0
1997,D.4,Rentas de la propiedad,03.5,0.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,03.5,0.0
1997,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,03.5,0.0
1997,D.632,Transferencias sociales en especie: producción adquirida en el mercado,03.5,0.0
1997,D.7,Otras transferencias corrientes,03.5,0.0
1997,D.8,Ajustes por la variación de los derechos por pensiones,03.5,0.0
1997,P.5,Formación bruta de capital,03.5,1.0
1997,NP, Adquisiciones menos cesiones de activos no financieros no producidos,03.5,0.0
1997,D.9," Transferencias de capital, a pagar",03.5,0.0
1997,D.1,Remuneración de asalariados,03.6,103.0
1997,P.2,Consumos intermedios,03.6,30.0
1997,D.29,Otros impuestos sobre la producción,03.6,0.0
1997,D.3,Subvenciones,03.6,0.0
1997,D.4,Rentas de la propiedad,03.6,0.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,03.6,0.0
1997,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,03.6,0.0
1997,D.632,Transferencias sociales en especie: producción adquirida en el mercado,03.6,0.0
1997,D.7,Otras transferencias corrientes,03.6,1.0
1997,D.8,Ajustes por la variación de los derechos por pensiones,03.6,0.0
1997,P.5,Formación bruta de capital,03.6,23.0
1997,NP, Adquisiciones menos cesiones de activos no financieros no producidos,03.6,0.0
1997,D.9," Transferencias de capital, a pagar",03.6,0.0
1997,D.1,Remuneración de asalariados,04.1,1114.0
1997,P.2,Consumos intermedios,04.1,564.0
1997,D.29,Otros impuestos sobre la producción,04.1,5.0
1997,D.3,Subvenciones,04.1,1582.0
1997,D.4,Rentas de la propiedad,04.1,0.0
1997,D.51,Impuestos corrientes sobre la renta…a pagar,04.1,0.0
